ID,t,d0_s1,impr,warm,comp,statval,statnum,itemtype,x1,x2,x3,x4,x5,x6,x7,x8,itemnum,Meanval1,Meanval2
28,26,0,-0.02,0.02,0,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
28,27,0,1.94,1.01,2.4,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
28,28,0,-3,-2.98,-2.69,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
28,29,0,-2.85,-2.98,-2.69,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
28,30,0,-2.85,-2.98,-2.69,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
28,31,0,2.61,2.15,2.9,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
28,32,0,0.04,-0.02,0.08,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
28,33,0,1.97,2.07,2.32,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
28,34,0,0.04,0.08,0.04,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
28,35,0,2.4,2.57,2.57,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
28,36,0,-2.71,-2.38,-2.65,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
28,37,0,-3,-2.38,-3,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
28,38,0,0.08,0.06,0.25,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
28,39,0,-2.79,-2.07,-2.96,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
28,40,0,0.1,0.1,0.08,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
29,1,0,1.1,1.02,0.71,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
29,2,0,1.19,0.83,0.71,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
29,3,0,1.97,0.83,1.86,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
29,4,0,-0.58,-0.01,-0.57,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
29,5,0,1.11,1.23,0.76,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
29,6,0,2.37,2.94,1.18,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
29,7,0,1.29,2.1,0.85,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
29,8,0,-0.64,0.46,-0.07,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
29,9,0,-0.92,0.46,-0.07,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
29,10,0,1.17,0.52,1.73,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
29,11,0,1.17,3,1.73,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
29,12,0,1.9,1.94,2.48,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
29,13,0,-1.71,-1.96,-0.25,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
29,14,0,1.99,1.12,2.25,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
29,15,0,-3,-0.26,1.65,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
29,16,0,-3,-3,-3,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
29,17,0,2.11,2.37,1.68,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
29,18,0,2.11,2.37,1.68,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
29,19,0,2.11,1.69,1.68,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
29,20,0,2.11,3,1.68,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
29,21,0,2.22,3,2.44,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
29,22,0,1.34,1.91,-3,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
29,23,0,1.34,1.91,1.9,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
29,24,0,1.34,1.91,1.9,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
29,25,0,0.53,1.13,0.6,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
29,26,0,-3,-2.74,-3,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
29,27,0,2.56,2.08,1.83,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
29,28,0,-0.85,-1.04,0.13,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
29,29,0,-2,-1.04,0.13,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
29,30,0,0.1,-1.04,0.13,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
29,31,0,2.19,2.48,1.71,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
29,32,0,-0.73,-1.64,-0.41,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
29,33,0,2.51,2.46,2.04,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
29,34,0,-0.36,0.71,-2.55,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
29,35,0,-2.48,-0.08,-3,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
29,36,0,1.53,1.55,2.58,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
29,37,0,-3,1.55,2.58,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
29,38,0,1.1,1.55,1.55,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
29,39,0,1.1,1.55,1.55,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
29,40,0,1.1,1.55,1.55,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
30,1,0,-1.46,-1.23,-1.2,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
30,2,0,-0.63,-0.79,-0.89,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
30,3,0,-0.81,-1.05,-2.02,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
30,4,0,-0.07,-0.51,-1,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
30,5,0,-0.07,-0.51,-1,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
30,6,0,-0.07,-0.51,-1,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
30,7,0,-0.07,-0.51,-1,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
30,8,0,-0.07,-0.51,-1,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
30,9,0,-0.99,-0.51,-1,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
30,10,0,-0.99,-1.2,-1,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
30,11,0,-0.99,-1.2,-1.15,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
30,12,0,-0.99,-1.2,-1.15,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
30,13,0,-0.99,-0.88,-1.15,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
30,14,0,-0.57,-0.88,-1.15,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
30,15,0,-0.57,-1.13,-1.15,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
30,16,0,-1.05,-1.13,-1.15,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
30,17,0,-1.68,-1.13,-1.15,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
30,18,0,-1.68,-1.13,-1.15,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
30,19,0,-1.68,-1.13,-1.15,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
30,20,0,-0.92,-1.13,-1.15,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
30,21,0,-0.92,0.02,-1.15,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
30,22,0,-0.92,-0.67,-1.15,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
30,23,0,-0.92,-0.03,-1.15,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
30,24,0,-0.92,0.38,-1.15,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
30,25,0,-0.24,-0.19,-1.15,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
30,26,0,-0.24,-0.19,0.41,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
30,27,0,0.86,-1.12,0.41,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
30,28,0,0.86,-1.12,0.41,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
30,29,0,0.86,-1.12,-0.36,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
30,30,0,0.86,-1.12,-0.36,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
30,31,0,0.86,-1.12,-0.36,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
30,32,0,0.86,-1.12,-0.36,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
30,33,0,0.86,-1.12,-1.83,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
30,34,0,0.86,-0.57,-1.83,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
30,35,0,0.86,-0.57,-1.36,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
30,36,0,0.86,-0.57,-1.36,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
30,37,0,0.86,-0.57,-1.36,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
30,38,0,-1.25,-1.06,-1.36,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
30,39,0,-1.25,-1.06,-1.36,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
30,40,0,-2.12,-1.06,-1.36,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
31,1,0,2.91,1.63,2.13,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
31,2,0,0.03,-0.03,0.03,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
31,3,0,1.82,1.23,2.27,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
31,4,0,2.54,2.65,2.64,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
31,5,0,0.79,-0.03,0.1,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
31,6,0,2.78,1.78,3,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
31,7,0,2.65,2.64,2.54,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
31,8,0,2.91,2.86,2.75,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
31,9,0,-0.04,0.07,-0.02,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
31,10,0,1.34,1.91,-0.02,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
31,11,0,-1.85,-1.8,-1.69,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
31,12,0,-3,-3,-3,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
31,13,0,-3,-3,-3,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
31,14,0,1.6,3,2.25,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
31,15,0,2.52,3,2.66,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
31,16,0,2.59,3,2.89,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
31,17,0,-2.36,-3,-3,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
31,18,0,-0.19,-0.05,0.12,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
31,19,0,0.35,1.89,0.2,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
31,20,0,0,0.03,-0.06,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
31,21,0,-1.72,-0.52,-2.2,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
31,22,0,2.26,1.91,2.09,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
31,23,0,2.26,2.1,2.37,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
31,24,0,-0.12,0.1,-0.74,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
31,25,0,-1.69,-2.2,-2.24,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
31,26,0,2.21,2.24,2.74,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
31,27,0,-0.16,-0.9,-1.01,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
31,28,0,-1.31,-2.15,-1.01,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
31,29,0,-1.93,-2.78,-3,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
31,30,0,0.05,-0.08,0.03,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
31,31,0,0.05,-0.08,0.03,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
31,32,0,-1.01,-1.9,-1.83,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
31,33,0,2.54,1.9,2.97,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
31,34,0,2.54,2.79,2.97,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
31,35,0,-1.12,-2.25,-2.04,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
31,36,0,-2.05,-3,-3,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
31,37,0,-3,-3,-3,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
31,38,0,-0.83,-2.15,-0.91,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
31,39,0,-3,-3,-2.68,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
31,40,0,-0.13,0.02,-0.01,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
32,1,0,-1.06,-2.06,0.25,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
32,2,0,0.3,1.06,0.25,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
32,3,0,0.1,0,0.25,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
32,4,0,-1.03,0,-2.07,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
32,5,0,-3,-2.06,-2.07,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
32,6,0,1.06,0.04,-0.35,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
32,7,0,1.06,0.04,2,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
32,8,0,0.03,0.04,0.04,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
32,9,0,1.72,1.01,1.01,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
32,10,0,1.72,1.86,1.68,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
32,11,0,1.34,1.96,1.74,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
32,12,0,-1.23,-0.58,0.18,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
32,13,0,-1.23,-0.58,-1.99,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
32,14,0,-0.52,-0.03,0.01,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
32,15,0,-1.05,-0.03,-1.66,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
32,16,0,-1.05,-0.03,-1.66,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
32,17,0,0.73,-0.03,0.31,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
32,18,0,0.95,0.88,1.26,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
32,19,0,-2.27,-2.86,-3,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
32,20,0,-2.27,-2.86,-3,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
32,21,0,1.15,0.7,1,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
32,22,0,-0.89,-0.03,-3,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
32,23,0,1.41,0.33,2.38,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
32,24,0,1.41,0.33,2.38,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
32,25,0,1.41,0.33,2.38,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
32,26,0,-0.25,-0.6,-1.66,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
32,27,0,-1.54,-1.12,-1.66,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
32,28,0,-0.97,-2.48,0.42,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
32,29,0,2.43,0.18,2.03,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
32,30,0,2.43,0.18,2.03,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
32,31,0,1.27,0.18,-0.41,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
32,32,0,1.27,1.35,1.99,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
32,33,0,-0.91,-0.94,-1.72,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
32,34,0,0.08,0.03,0.03,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
32,35,0,1.85,1.62,1.63,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
32,36,0,1.85,1.62,1.63,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
32,37,0,1.85,1.62,1.63,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
32,38,0,1.85,1.62,1.63,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
32,39,0,1.67,1.17,0.49,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
32,40,0,1.67,1.17,0.49,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
33,1,0,0,1.1,0,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
33,2,0,-1.56,-1.11,-0.52,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
33,3,0,1.01,2.22,0.55,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
33,4,0,1.8,2.88,0.97,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
33,5,0,1.8,2.88,1.23,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
33,6,0,1.8,2.88,1.23,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
33,7,0,1.57,2.76,-1.57,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
33,8,0,-2.47,-2.67,-2.71,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
33,9,0,-3,-3,-3,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
33,10,0,-1,-2,-1.96,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
33,11,0,0.85,0.01,1.19,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
33,12,0,1.23,0.59,1.19,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
33,13,0,1.81,0.59,1.69,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
33,14,0,-0.09,-0.05,-1.29,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
33,15,0,1.95,2.11,2.04,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
33,16,0,-2.18,-2.24,-3,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
33,17,0,0,1.12,0.07,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
33,18,0,0.47,1.12,0.07,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
33,19,0,2.14,2.22,0.07,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
33,20,0,-2.7,-2.7,-2.86,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
33,21,0,0.64,0.67,0.69,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
33,22,0,-1,-0.05,-1.15,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
33,23,0,-0.05,-0.05,0.01,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
33,24,0,2.01,2.13,2.06,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
33,25,0,-3,-3,-0.74,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
33,26,0,1.53,0.74,2.7,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
33,27,0,1.53,1.37,2.7,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
33,28,0,-2.34,-2.34,-2.02,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
33,29,0,-3,-3,-3,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
33,30,0,0.13,0.15,-0.01,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
33,31,0,0.13,0.15,-0.01,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
33,32,0,0.13,0.15,-0.01,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
33,33,0,-1.05,-0.94,-0.01,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
33,34,0,2.35,1.83,1.27,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
33,35,0,-1.11,0.15,-1.36,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
33,36,0,-2.46,-3,-3,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
33,37,0,-2.46,-1.98,-1.96,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
33,38,0,2.06,1.52,2.23,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
33,39,0,2.06,1.52,2.23,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
33,40,0,1.3,1.15,0.89,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
34,1,0,1.5,0.99,1.06,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1
34,2,0,1.12,1.13,1.42,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
34,3,0,-3,-3,-3,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68
34,4,0,-3,-3,-3,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63
34,5,0,0,0,0,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
34,6,0,2,1.5,2,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3
34,7,0,2,1.5,3,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17
34,8,0,2,1.5,2,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07
34,9,0,1.51,0.04,2,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
34,10,0,-1.99,-1.99,0,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
34,11,0,3,2,2.08,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36
34,12,0,2.08,2,2.08,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2
34,13,0,2.08,2,2.08,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16
34,14,0,1,0.01,1.45,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
34,15,0,0,0.01,-0.01,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
34,16,0,-2.01,-1.99,-1.96,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91
34,17,0,2.11,1.12,1.53,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07
34,18,0,2.11,2.25,0.5,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01
34,19,0,1.08,0,0,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
34,20,0,3,3,1.63,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
34,21,0,0,-1.03,0.46,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48
34,22,0,0,0.11,0.46,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36
34,23,0,3,3,0.01,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81
34,24,0,0,0.05,0.01,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64
34,25,0,1.55,0.97,2.08,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
34,26,0,0,0,0.01,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
34,27,0,-2.97,-3,-3,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21
34,28,0,-2.97,-3,-3,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31
34,29,0,-2.97,-3,-3,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11
34,30,0,1,2.16,1.01,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31
34,31,0,2.05,2.16,2.2,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17
34,32,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
34,33,0,0,0,0,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
34,34,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
34,35,0,2.06,2.09,0,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83
34,36,0,2.06,2.09,1.02,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
34,37,0,2.06,2.09,1.02,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
34,38,0,-3,0,-3,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38
34,39,0,0,0,-3,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62
34,40,0,0,0,0,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35
35,1,0,2.89,1.18,2.06,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88
35,2,0,2.89,3,3,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98
35,3,0,0.03,-0.03,0.05,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
35,4,0,-3,-0.8,-3,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28
35,5,0,3,3,3,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98
35,6,0,-2.7,-3,-0.9,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2
35,7,0,1.04,-0.89,0,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84
35,8,0,2.26,0.82,1.25,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94
35,9,0,0.02,0.02,0.01,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
