ID,d0_s1,Pair,Length,Total_IMPR,Total_BEH,BEH1,BEH2,BEH3,BEH4,BEH5,BEH6,BEH7,BEH8,BEH9,BEH10,BEH11,BEH12,BEH13,BEH14,BEH15,BEH16,IMPR1,IMPR2,IMPR3,IMPR4,IMPR5,IMPR6,IMPR7,IMPR8,IMPR9,IMPR10,IMPR11,IMPR12,IMPR13,IMPR14,IMPR15,IMPR16
24,0,100,10,-1.93|-1.93|-2.17|-2.17|-1.84|-1.84|-2.15|-2.15|-1.78|-1.60|,negneutnegnegposnegnegpospospos,neg,neut,neg,neg,pos,neg,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,-1.93,-1.93,-2.17,-2.17,-1.84,-1.84,-2.15,-2.15,-1.78,-1.60,NA,NA,NA,NA,NA,NA
11,0,100,10,-.59|-.59|-1.59|-2.05|-1.63|-1.63|-1.63|-1.03|-1.03|-.69|,negneutnegnegposnegnegpospospos,neg,neut,neg,neg,pos,neg,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,-.59,-.59,-1.59,-2.05,-1.63,-1.63,-1.63,-1.03,-1.03,-.69,NA,NA,NA,NA,NA,NA
63,0,101,10,-3.00|.03|-2.99|-2.99|-2.02|-2.99|-2.07|-2.07|-2.99|-2.99|,negneutnegnegposnegneutposnegneg,neg,neut,neg,neg,pos,neg,neut,pos,neg,neg,NA,NA,NA,NA,NA,NA,-3.00,.03,-2.99,-2.99,-2.02,-2.99,-2.07,-2.07,-2.99,-2.99,NA,NA,NA,NA,NA,NA
20,0,101,10,.00|1.46|-2.08|-1.08|3.00|3.00|1.11|3.00|1.03|-3.00|,negneutnegnegposnegneutposnegneg,neg,neut,neg,neg,pos,neg,neut,pos,neg,neg,NA,NA,NA,NA,NA,NA,.00,1.46,-2.08,-1.08,3.00,3.00,1.11,3.00,1.03,-3.00,NA,NA,NA,NA,NA,NA
121,1,102,10,-1.59|.05|-3.00|-3.00|2.06|2.06|2.55|-1.96|-.97|-2.08|,negneutnegnegposnegposnegnegneg,neg,neut,neg,neg,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-1.59,.05,-3.00,-3.00,2.06,2.06,2.55,-1.96,-.97,-2.08,NA,NA,NA,NA,NA,NA
173,1,102,10,-2.99|-.04|-2.05|-2.99|3.00|-2.99|3.00|-2.99|-2.99|-2.99|,negneutnegnegposnegposnegnegneg,neg,neut,neg,neg,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-2.99,-.04,-2.05,-2.99,3.00,-2.99,3.00,-2.99,-2.99,-2.99,NA,NA,NA,NA,NA,NA
116,1,103,10,-3.00|-3.00|-3.00|-3.00|-1.05|-2.76|.01|-3.00|-3.00|-3.00|,negneutnegnegposnegposnegneutneg,neg,neut,neg,neg,pos,neg,pos,neg,neut,neg,NA,NA,NA,NA,NA,NA,-3.00,-3.00,-3.00,-3.00,-1.05,-2.76,.01,-3.00,-3.00,-3.00,NA,NA,NA,NA,NA,NA
32,0,103,10,-2.27|1.15|-.89|1.41|1.41|1.41|-.25|-1.54|-.97|2.43|,negneutnegnegposnegposnegneutneg,neg,neut,neg,neg,pos,neg,pos,neg,neut,neg,NA,NA,NA,NA,NA,NA,-2.27,1.15,-.89,1.41,1.41,1.41,-.25,-1.54,-.97,2.43,NA,NA,NA,NA,NA,NA
76,0,104,10,-1.02|.03|-3.00|-.33|.54|2.51|3.00|3.00|3.00|3.00|,negneutnegnegpospospospospospos,neg,neut,neg,neg,pos,pos,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-1.02,.03,-3.00,-.33,.54,2.51,3.00,3.00,3.00,3.00,NA,NA,NA,NA,NA,NA
114,1,104,10,-1.92|.02|-3.00|-3.00|2.06|2.06|2.88|2.88|2.88|2.88|,negneutnegnegpospospospospospos,neg,neut,neg,neg,pos,pos,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-1.92,.02,-3.00,-3.00,2.06,2.06,2.88,2.88,2.88,2.88,NA,NA,NA,NA,NA,NA
114,1,105,10,-1.00|-.08|-1.92|.02|-3.00|-3.00|2.06|2.06|2.88|2.88|,negneutnegneutnegnegpospospospos,neg,neut,neg,neut,neg,neg,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-1.00,-.08,-1.92,.02,-3.00,-3.00,2.06,2.06,2.88,2.88,NA,NA,NA,NA,NA,NA
156,1,105,10,-2.04|.00|-2.02|.00|-1.01|-2.00|1.94|1.94|1.94|2.01|,negneutnegneutnegnegpospospospos,neg,neut,neg,neut,neg,neg,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-2.04,.00,-2.02,.00,-1.01,-2.00,1.94,1.94,1.94,2.01,NA,NA,NA,NA,NA,NA
15,0,106,10,-2.98|.05|-1.26|3.00|-2.96|2.91|-.01|3.00|3.00|-2.76|,negneutnegposnegposneutposposneg,neg,neut,neg,pos,neg,pos,neut,pos,pos,neg,NA,NA,NA,NA,NA,NA,-2.98,.05,-1.26,3.00,-2.96,2.91,-.01,3.00,3.00,-2.76,NA,NA,NA,NA,NA,NA
19,0,106,10,-2.66|.35|-1.65|.18|-2.61|1.20|1.20|1.20|1.69|.56|,negneutnegposnegposneutposposneg,neg,neut,neg,pos,neg,pos,neut,pos,pos,neg,NA,NA,NA,NA,NA,NA,-2.66,.35,-1.65,.18,-2.61,1.20,1.20,1.20,1.69,.56,NA,NA,NA,NA,NA,NA
30,0,107,10,-1.46|-.63|-.81|-.07|-.07|-.07|-.07|-.07|-.99|-.99|,negneutnegposposnegposnegnegneg,neg,neut,neg,pos,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-1.46,-.63,-.81,-.07,-.07,-.07,-.07,-.07,-.99,-.99,NA,NA,NA,NA,NA,NA
65,0,107,10,-2.28|-2.28|-3.00|-2.94|-2.81|-2.92|-2.81|-2.93|-3.00|-3.00|,negneutnegposposnegposnegnegneg,neg,neut,neg,pos,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-2.28,-2.28,-3.00,-2.94,-2.81,-2.92,-2.81,-2.93,-3.00,-3.00,NA,NA,NA,NA,NA,NA
110,1,108,10,1.06|1.02|-2.03|1.10|2.44|2.05|.00|-2.05|2.10|2.03|,negneutnegposposneutnegnegpospos,neg,neut,neg,pos,pos,neut,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,1.06,1.02,-2.03,1.10,2.44,2.05,.00,-2.05,2.10,2.03,NA,NA,NA,NA,NA,NA
55,0,108,10,-2.54|.06|-3.00|3.00|3.00|-.06|-2.88|-2.88|3.00|2.13|,negneutnegposposneutnegnegpospos,neg,neut,neg,pos,pos,neut,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-2.54,.06,-3.00,3.00,3.00,-.06,-2.88,-2.88,3.00,2.13,NA,NA,NA,NA,NA,NA
185,1,109,10,-2.99|.00|-.85|3.00|3.00|1.02|2.97|-1.00|.00|1.06|,negneutnegposposneutposnegneutpos,neg,neut,neg,pos,pos,neut,pos,neg,neut,pos,NA,NA,NA,NA,NA,NA,-2.99,.00,-.85,3.00,3.00,1.02,2.97,-1.00,.00,1.06,NA,NA,NA,NA,NA,NA
129,1,109,10,-2.70|.03|-2.19|2.44|2.90|2.80|2.80|1.94|1.94|2.21|,negneutnegposposneutposnegneutpos,neg,neut,neg,pos,pos,neut,pos,neg,neut,pos,NA,NA,NA,NA,NA,NA,-2.70,.03,-2.19,2.44,2.90,2.80,2.80,1.94,1.94,2.21,NA,NA,NA,NA,NA,NA
100,0,110,10,-2.20|.03|.03|-3.00|-3.00|-3.00|2.77|-3.00|2.89|-2.65|,negneutneutnegnegnegposnegposneg,neg,neut,neut,neg,neg,neg,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-2.20,.03,.03,-3.00,-3.00,-3.00,2.77,-3.00,2.89,-2.65,NA,NA,NA,NA,NA,NA
41,0,110,10,-.04|-.04|-.04|-1.96|-3.00|-3.00|1.80|-2.10|2.87|-3.00|,negneutneutnegnegnegposnegposneg,neg,neut,neut,neg,neg,neg,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-.04,-.04,-.04,-1.96,-3.00,-3.00,1.80,-2.10,2.87,-3.00,NA,NA,NA,NA,NA,NA
183,1,111,10,2.10|2.10|1.96|1.59|.75|1.39|1.45|1.45|2.01|.73|,negneutneutnegposposposposposneg,neg,neut,neut,neg,pos,pos,pos,pos,pos,neg,NA,NA,NA,NA,NA,NA,2.10,2.10,1.96,1.59,.75,1.39,1.45,1.45,2.01,.73,NA,NA,NA,NA,NA,NA
80,0,111,10,-3.00|-3.00|-3.00|-3.00|-.83|.10|.73|1.21|1.87|.78|,negneutneutnegposposposposposneg,neg,neut,neut,neg,pos,pos,pos,pos,pos,neg,NA,NA,NA,NA,NA,NA,-3.00,-3.00,-3.00,-3.00,-.83,.10,.73,1.21,1.87,.78,NA,NA,NA,NA,NA,NA
171,1,112,10,-2.12|-2.12|-2.12|-1.57|-1.36|-2.74|-2.74|-2.74|-2.74|-2.74|,negneutneutposposnegnegnegpospos,neg,neut,neut,pos,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-2.12,-2.12,-2.12,-1.57,-1.36,-2.74,-2.74,-2.74,-2.74,-2.74,NA,NA,NA,NA,NA,NA
206,1,112,10,-1.83|-1.83|-1.83|.53|1.50|1.31|-.93|-1.37|-1.20|.19|,negneutneutposposnegnegnegpospos,neg,neut,neut,pos,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-1.83,-1.83,-1.83,.53,1.50,1.31,-.93,-1.37,-1.20,.19,NA,NA,NA,NA,NA,NA
89,0,113,10,-3.00|.00|.00|3.00|3.00|-3.00|.99|3.00|-3.00|1.00|,negneutneutposposnegposnegnegpos,neg,neut,neut,pos,pos,neg,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-3.00,.00,.00,3.00,3.00,-3.00,.99,3.00,-3.00,1.00,NA,NA,NA,NA,NA,NA
47,0,113,10,-2.07|1.08|1.08|2.06|3.00|-3.00|2.11|-2.10|-3.00|1.10|,negneutneutposposnegposnegnegpos,neg,neut,neut,pos,pos,neg,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-2.07,1.08,1.08,2.06,3.00,-3.00,2.11,-2.10,-3.00,1.10,NA,NA,NA,NA,NA,NA
94,0,113,10,-2.00|-2.00|-2.00|-1.50|-1.00|-1.00|.05|-1.00|-1.00|-.50|,negneutneutposposnegposnegnegpos,neg,neut,neut,pos,pos,neg,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-2.00,-2.00,-2.00,-1.50,-1.00,-1.00,.05,-1.00,-1.00,-.50,NA,NA,NA,NA,NA,NA
90,0,114,10,-1.03|-.03|.28|.91|1.57|1.72|2.04|.00|.00|1.20|,negneutneutposposposposnegneutpos,neg,neut,neut,pos,pos,pos,pos,neg,neut,pos,NA,NA,NA,NA,NA,NA,-1.03,-.03,.28,.91,1.57,1.72,2.04,.00,.00,1.20,NA,NA,NA,NA,NA,NA
93,0,114,10,-3.00|.01|.01|3.00|3.00|3.00|3.00|-3.00|.00|2.08|,negneutneutposposposposnegneutpos,neg,neut,neut,pos,pos,pos,pos,neg,neut,pos,NA,NA,NA,NA,NA,NA,-3.00,.01,.01,3.00,3.00,3.00,3.00,-3.00,.00,2.08,NA,NA,NA,NA,NA,NA
1,0,115,10,-2.47|2.05|1.06|-3.00|-3.00|-3.00|-2.00|-1.45|-1.88|2.08|,negneutposnegnegnegnegnegnegpos,neg,neut,pos,neg,neg,neg,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-2.47,2.05,1.06,-3.00,-3.00,-3.00,-2.00,-1.45,-1.88,2.08,NA,NA,NA,NA,NA,NA
155,1,115,10,.02|.02|1.17|.29|.29|-.72|-.72|-1.00|-.94|.21|,negneutposnegnegnegnegnegnegpos,neg,neut,pos,neg,neg,neg,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,.02,.02,1.17,.29,.29,-.72,-.72,-1.00,-.94,.21,NA,NA,NA,NA,NA,NA
73,0,116,10,-2.16|3.00|3.00|-2.43|-2.43|3.00|-2.99|3.00|-2.99|3.00|,negneutposnegnegposnegposnegpos,neg,neut,pos,neg,neg,pos,neg,pos,neg,pos,NA,NA,NA,NA,NA,NA,-2.16,3.00,3.00,-2.43,-2.43,3.00,-2.99,3.00,-2.99,3.00,NA,NA,NA,NA,NA,NA
63,0,116,10,-2.99|-2.07|-2.07|-2.99|-2.99|-2.07|-3.00|-3.00|-3.00|-2.04|,negneutposnegnegposnegposnegpos,neg,neut,pos,neg,neg,pos,neg,pos,neg,pos,NA,NA,NA,NA,NA,NA,-2.99,-2.07,-2.07,-2.99,-2.99,-2.07,-3.00,-3.00,-3.00,-2.04,NA,NA,NA,NA,NA,NA
189,1,117,10,-1.65|-1.65|-.40|-1.10|-1.68|.30|-.79|1.18|1.18|1.88|,negneutposnegnegposnegposneutpos,neg,neut,pos,neg,neg,pos,neg,pos,neut,pos,NA,NA,NA,NA,NA,NA,-1.65,-1.65,-.40,-1.10,-1.68,.30,-.79,1.18,1.18,1.88,NA,NA,NA,NA,NA,NA
153,1,117,10,-3.00|-3.00|-.97|-.97|-.97|1.04|-3.00|.15|.15|.15|,negneutposnegnegposnegposneutpos,neg,neut,pos,neg,neg,pos,neg,pos,neut,pos,NA,NA,NA,NA,NA,NA,-3.00,-3.00,-.97,-.97,-.97,1.04,-3.00,.15,.15,.15,NA,NA,NA,NA,NA,NA
16,0,118,10,-3.00|-.01|1.98|-3.00|-3.00|3.00|-3.00|3.00|2.02|2.02|,negneutposnegnegposnegpospospos,neg,neut,pos,neg,neg,pos,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,-3.00,-.01,1.98,-3.00,-3.00,3.00,-3.00,3.00,2.02,2.02,NA,NA,NA,NA,NA,NA
144,1,118,10,-1.24|-1.24|-.85|-1.41|-1.66|-1.30|-1.30|-1.13|-.75|-.41|,negneutposnegnegposnegpospospos,neg,neut,pos,neg,neg,pos,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,-1.24,-1.24,-.85,-1.41,-1.66,-1.30,-1.30,-1.13,-.75,-.41,NA,NA,NA,NA,NA,NA
28,0,119,10,-1.95|.10|1.97|-1.01|-2.13|1.47|2.07|-2.19|1.86|-.06|,negneutposnegnegposposnegposneut,neg,neut,pos,neg,neg,pos,pos,neg,pos,neut,NA,NA,NA,NA,NA,NA,-1.95,.10,1.97,-1.01,-2.13,1.47,2.07,-2.19,1.86,-.06,NA,NA,NA,NA,NA,NA
24,0,119,10,-2.75|-2.75|-2.09|-2.71|-3.00|-2.54|-2.54|-2.81|-2.57|-2.57|,negneutposnegnegposposnegposneut,neg,neut,pos,neg,neg,pos,pos,neg,pos,neut,NA,NA,NA,NA,NA,NA,-2.75,-2.75,-2.09,-2.71,-3.00,-2.54,-2.54,-2.81,-2.57,-2.57,NA,NA,NA,NA,NA,NA
47,0,120,10,-2.05|-.97|2.13|-2.07|1.08|1.08|2.06|3.00|-3.00|2.11|,negneutposnegneutneutposposnegpos,neg,neut,pos,neg,neut,neut,pos,pos,neg,pos,NA,NA,NA,NA,NA,NA,-2.05,-.97,2.13,-2.07,1.08,1.08,2.06,3.00,-3.00,2.11,NA,NA,NA,NA,NA,NA
144,1,120,10,-1.12|-1.12|-.65|-1.78|-1.78|-1.78|-1.34|-1.04|-1.64|-1.41|,negneutposnegneutneutposposnegpos,neg,neut,pos,neg,neut,neut,pos,pos,neg,pos,NA,NA,NA,NA,NA,NA,-1.12,-1.12,-.65,-1.78,-1.78,-1.78,-1.34,-1.04,-1.64,-1.41,NA,NA,NA,NA,NA,NA
65,0,121,10,-2.02|-2.02|-1.81|-2.10|-1.51|-1.38|-1.79|-2.45|-2.30|-1.93|,negneutposnegposnegnegnegpospos,neg,neut,pos,neg,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-2.02,-2.02,-1.81,-2.10,-1.51,-1.38,-1.79,-2.45,-2.30,-1.93,NA,NA,NA,NA,NA,NA
163,1,121,10,-.22|-.22|.02|-.99|.95|.00|-1.06|.03|1.86|1.86|,negneutposnegposnegnegnegpospos,neg,neut,pos,neg,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-.22,-.22,.02,-.99,.95,.00,-1.06,.03,1.86,1.86,NA,NA,NA,NA,NA,NA
137,1,122,10,-2.17|-2.17|-2.05|-2.15|-2.15|-2.15|-2.15|-2.26|-2.26|-2.26|,negneutposnegposnegnegposnegneut,neg,neut,pos,neg,pos,neg,neg,pos,neg,neut,NA,NA,NA,NA,NA,NA,-2.17,-2.17,-2.05,-2.15,-2.15,-2.15,-2.15,-2.26,-2.26,-2.26,NA,NA,NA,NA,NA,NA
29,0,122,10,-2.00|.10|2.19|-.73|2.51|-.36|-2.48|1.53|-3.00|1.10|,negneutposnegposnegnegposnegneut,neg,neut,pos,neg,pos,neg,neg,pos,neg,neut,NA,NA,NA,NA,NA,NA,-2.00,.10,2.19,-.73,2.51,-.36,-2.48,1.53,-3.00,1.10,NA,NA,NA,NA,NA,NA
106,1,123,10,-1.86|.14|1.47|-1.68|1.24|1.24|-.26|1.05|1.05|-1.14|,negneutposnegposposnegposposneg,neg,neut,pos,neg,pos,pos,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,-1.86,.14,1.47,-1.68,1.24,1.24,-.26,1.05,1.05,-1.14,NA,NA,NA,NA,NA,NA
204,1,123,10,2.82|2.93|2.99|2.86|2.92|2.92|2.92|2.92|2.92|2.92|,negneutposnegposposnegposposneg,neg,neut,pos,neg,pos,pos,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,2.82,2.93,2.99,2.86,2.92,2.92,2.92,2.92,2.92,2.92,NA,NA,NA,NA,NA,NA
197,1,124,10,2.59|2.59|2.87|2.87|2.87|2.87|2.43|2.39|2.19|2.52|,negneutposneutposposposnegnegneg,neg,neut,pos,neut,pos,pos,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,2.59,2.59,2.87,2.87,2.87,2.87,2.43,2.39,2.19,2.52,NA,NA,NA,NA,NA,NA
156,1,124,10,-3.00|.02|2.00|1.00|2.00|2.00|2.00|-2.01|-2.01|-1.06|,negneutposneutposposposnegnegneg,neg,neut,pos,neut,pos,pos,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-3.00,.02,2.00,1.00,2.00,2.00,2.00,-2.01,-2.01,-1.06,NA,NA,NA,NA,NA,NA
64,0,125,10,.00|.00|3.00|3.00|-1.99|3.00|-1.55|-1.55|-3.00|2.49|,negneutposposnegposnegnegnegpos,neg,neut,pos,pos,neg,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,.00,.00,3.00,3.00,-1.99,3.00,-1.55,-1.55,-3.00,2.49,NA,NA,NA,NA,NA,NA
149,1,125,10,-2.75|.07|1.66|1.66|1.14|2.32|-.08|-.08|-.08|1.27|,negneutposposnegposnegnegnegpos,neg,neut,pos,pos,neg,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-2.75,.07,1.66,1.66,1.14,2.32,-.08,-.08,-.08,1.27,NA,NA,NA,NA,NA,NA
83,0,126,10,-3.00|.30|.30|3.00|3.00|-3.00|2.00|-3.00|3.00|1.00|,negneutposposposnegposnegposneut,neg,neut,pos,pos,pos,neg,pos,neg,pos,neut,NA,NA,NA,NA,NA,NA,-3.00,.30,.30,3.00,3.00,-3.00,2.00,-3.00,3.00,1.00,NA,NA,NA,NA,NA,NA
140,1,126,10,.05|.20|.62|1.03|1.19|.56|.92|-.24|.06|.06|,negneutposposposnegposnegposneut,neg,neut,pos,pos,pos,neg,pos,neg,pos,neut,NA,NA,NA,NA,NA,NA,.05,.20,.62,1.03,1.19,.56,.92,-.24,.06,.06,NA,NA,NA,NA,NA,NA
126,1,126,10,.67|1.21|2.01|1.50|1.17|.30|.98|1.41|1.02|.23|,negneutposposposnegposnegposneut,neg,neut,pos,pos,pos,neg,pos,neg,pos,neut,NA,NA,NA,NA,NA,NA,.67,1.21,2.01,1.50,1.17,.30,.98,1.41,1.02,.23,NA,NA,NA,NA,NA,NA
164,1,127,10,-2.73|-2.73|-2.47|-2.47|-2.33|-2.33|-2.33|-2.18|-1.72|-1.72|,negneutposposposneutnegpospospos,neg,neut,pos,pos,pos,neut,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,-2.73,-2.73,-2.47,-2.47,-2.33,-2.33,-2.33,-2.18,-1.72,-1.72,NA,NA,NA,NA,NA,NA
159,1,127,10,1.05|1.05|1.19|1.19|1.36|1.36|1.36|1.54|1.60|1.60|,negneutposposposneutnegpospospos,neg,neut,pos,pos,pos,neut,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,1.05,1.05,1.19,1.19,1.36,1.36,1.36,1.54,1.60,1.60,NA,NA,NA,NA,NA,NA
136,1,128,10,-3.00|-2.33|1.25|2.42|2.54|2.87|-3.00|-2.71|-3.00|1.88|,negneutposposposposnegnegnegpos,neg,neut,pos,pos,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-3.00,-2.33,1.25,2.42,2.54,2.87,-3.00,-2.71,-3.00,1.88,NA,NA,NA,NA,NA,NA
96,0,128,10,-.93|.03|1.01|1.22|1.08|1.61|-1.49|-2.21|-.19|1.11|,negneutposposposposnegnegnegpos,neg,neut,pos,pos,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-.93,.03,1.01,1.22,1.08,1.61,-1.49,-2.21,-.19,1.11,NA,NA,NA,NA,NA,NA
43,0,129,10,.02|3.00|-2.06|-2.06|-1.02|-1.02|2.26|.03|1.09|-.01|,negposnegnegnegnegposposposneut,neg,pos,neg,neg,neg,neg,pos,pos,pos,neut,NA,NA,NA,NA,NA,NA,.02,3.00,-2.06,-2.06,-1.02,-1.02,2.26,.03,1.09,-.01,NA,NA,NA,NA,NA,NA
30,0,129,10,-.07|-.07|-.07|-.99|-.99|-.99|-.99|-.99|-.57|-.57|,negposnegnegnegnegposposposneut,neg,pos,neg,neg,neg,neg,pos,pos,pos,neut,NA,NA,NA,NA,NA,NA,-.07,-.07,-.07,-.99,-.99,-.99,-.99,-.99,-.57,-.57,NA,NA,NA,NA,NA,NA
121,1,130,10,2.06|2.55|-1.96|-.97|-2.08|.18|-2.03|-2.64|2.24|2.24|,negposnegnegnegneutnegnegpospos,neg,pos,neg,neg,neg,neut,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,2.06,2.55,-1.96,-.97,-2.08,.18,-2.03,-2.64,2.24,2.24,NA,NA,NA,NA,NA,NA
143,1,130,10,-2.99|-2.33|-2.65|-2.65|-2.97|-2.97|-2.97|-2.97|-2.68|-2.49|,negposnegnegnegneutnegnegpospos,neg,pos,neg,neg,neg,neut,neg,neg,pos,pos,NA,NA,NA,NA,NA,NA,-2.99,-2.33,-2.65,-2.65,-2.97,-2.97,-2.97,-2.97,-2.68,-2.49,NA,NA,NA,NA,NA,NA
126,1,131,10,1.50|1.07|-1.23|-.85|-.03|.83|1.46|1.46|.96|1.55|,negposnegnegnegneutnegposposneg,neg,pos,neg,neg,neg,neut,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,1.50,1.07,-1.23,-.85,-.03,.83,1.46,1.46,.96,1.55,NA,NA,NA,NA,NA,NA
165,1,131,10,.81|1.55|.76|.43|.23|.23|-.18|.55|1.03|.75|,negposnegnegnegneutnegposposneg,neg,pos,neg,neg,neg,neut,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,.81,1.55,.76,.43,.23,.23,-.18,.55,1.03,.75,NA,NA,NA,NA,NA,NA
45,0,132,10,-.95|2.09|-3.00|-3.00|-3.00|.04|-2.04|-3.00|-3.00|-3.00|,negposnegnegnegneutposnegnegneg,neg,pos,neg,neg,neg,neut,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-.95,2.09,-3.00,-3.00,-3.00,.04,-2.04,-3.00,-3.00,-3.00,NA,NA,NA,NA,NA,NA
28,0,132,10,-2.36|1.90|-2.36|-2.36|-.48|-.02|1.94|-3.00|-2.85|-2.85|,negposnegnegnegneutposnegnegneg,neg,pos,neg,neg,neg,neut,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-2.36,1.90,-2.36,-2.36,-.48,-.02,1.94,-3.00,-2.85,-2.85,NA,NA,NA,NA,NA,NA
163,1,133,10,-.99|.95|.00|-1.06|.03|1.86|1.86|1.86|.03|.03|,negposnegnegnegposposnegnegpos,neg,pos,neg,neg,neg,pos,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-.99,.95,.00,-1.06,.03,1.86,1.86,1.86,.03,.03,NA,NA,NA,NA,NA,NA
118,1,133,10,2.17|2.51|1.69|1.00|.62|.90|1.85|.81|.01|.38|,negposnegnegnegposposnegnegpos,neg,pos,neg,neg,neg,pos,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,2.17,2.51,1.69,1.00,.62,.90,1.85,.81,.01,.38,NA,NA,NA,NA,NA,NA
4,0,134,10,-1.02|2.57|-.90|-.90|1.22|1.22|1.22|-1.19|.46|.46|,negposnegnegnegposposnegposneg,neg,pos,neg,neg,neg,pos,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-1.02,2.57,-.90,-.90,1.22,1.22,1.22,-1.19,.46,.46,NA,NA,NA,NA,NA,NA
194,1,134,10,-3.00|3.00|-3.00|-3.00|-3.00|3.00|3.00|-3.00|3.00|-3.00|,negposnegnegnegposposnegposneg,neg,pos,neg,neg,neg,pos,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-3.00,3.00,-3.00,-3.00,-3.00,3.00,3.00,-3.00,3.00,-3.00,NA,NA,NA,NA,NA,NA
44,0,135,10,-2.12|3.00|-1.01|-1.01|-2.99|1.50|2.03|3.00|3.00|3.00|,negposnegnegnegpospospospospos,neg,pos,neg,neg,neg,pos,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-2.12,3.00,-1.01,-1.01,-2.99,1.50,2.03,3.00,3.00,3.00,NA,NA,NA,NA,NA,NA
95,0,135,10,-.98|3.00|-3.00|-3.00|-3.00|1.03|1.03|3.00|3.00|3.00|,negposnegnegnegpospospospospos,neg,pos,neg,neg,neg,pos,pos,pos,pos,pos,NA,NA,NA,NA,NA,NA,-.98,3.00,-3.00,-3.00,-3.00,1.03,1.03,3.00,3.00,3.00,NA,NA,NA,NA,NA,NA
4,0,136,10,-1.19|.46|.46|-1.59|.01|-2.04|1.61|-1.00|1.55|-1.56|,negposnegnegneutnegposnegposneg,neg,pos,neg,neg,neut,neg,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-1.19,.46,.46,-1.59,.01,-2.04,1.61,-1.00,1.55,-1.56,NA,NA,NA,NA,NA,NA
135,1,136,10,-1.96|.03|1.25|.21|.03|-1.08|.02|-3.00|-.03|-.76|,negposnegnegneutnegposnegposneg,neg,pos,neg,neg,neut,neg,pos,neg,pos,neg,NA,NA,NA,NA,NA,NA,-1.96,.03,1.25,.21,.03,-1.08,.02,-3.00,-.03,-.76,NA,NA,NA,NA,NA,NA
206,1,137,10,-1.51|.58|.02|-2.04|.35|.35|1.11|-.69|.14|.89|,negposnegnegneutneutposnegnegpos,neg,pos,neg,neg,neut,neut,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-1.51,.58,.02,-2.04,.35,.35,1.11,-.69,.14,.89,NA,NA,NA,NA,NA,NA
